Profile ID,Exam Score,Prediction (first submitted answer),Prediction (last submitted answer),Number of Practice Exams Survey Answer,Delayed Feedback Format?,Number of Practice Questions Done,Number of Practice Questions Done Before Survey,Time of 20th submission (hours before exam)
34510,59.4,60.0,60.0,4,0,73,53,-175.48333333333332
34511,100,85.0,85.0,2,0,47,0,-27.516666666666666
34512,90.6,100.0,100.0,2,0,33,0,-4.383333333333334
35183,93.7,NULL,NULL,NULL,NULL,0.0,0.0,NULL
34514,81.2,60.0,60.0,4,1,91,46,-216.3
34515,46.9,70.0,70.0,2,0,47,31,-43.78333333333333
34516,59.4,60.0,60.0,2,1,82,46,-26.9
35606,75,NULL,NULL,NULL,0,0,0,NULL
34518,68.7,70.0,70.0,2,1,41,0,-2.0
34519,84.4,70.0,70.0,1,1,69,13,-11.066666666666666
34691,90.6,90.0,90.0,2,0,0,0,NULL
34690,93.7,80.0,80.0,3,1,67,23,-100.23333333333333
34696,90.6,100.0,100.0,2,0,61,0,-51.31666666666667
35065,100,60.0,60.0,4,0,93,70,-54.833333333333336
34694,75,90.0,90.0,3,1,41,0,-2.566666666666667
36110,65.6,75.0,75.0,0,1,12,0,NULL
36208,90.6,100.0,100.0,0,NULL,0.0,0.0,NULL
35602,93.7,100.0,100.0,0,NULL,0.0,0.0,NULL
35650,NULL,NULL,NULL,NULL,NULL,0.0,0.0,NULL
36301,NULL,NULL,NULL,NULL,1,0,0,NULL
35600,84.4,90.0,90.0,0,NULL,0.0,0.0,NULL
36118,87.5,70.0,70.0,2,0,0,0,NULL
36147,81.2,60.0,60.0,0,1,7,0,NULL
35798,87.5,60.0,70.0,3,1,17,0,NULL
34424,87.5,NULL,NULL,NULL,NULL,0.0,0.0,NULL
34427,75,0.0,60.0,4,1,80,10,-51.18333333333333
34589,56.2,100.0,75.0,3,1,23,0,-0.8
34588,62.5,50.0,50.0,2,0,45,19,-30.366666666666667
34587,90.6,80.0,80.0,2,0,48,12,-6.7
34585,87.5,75.0,75.0,2,1,93,47,-50.56666666666667
34584,37.5,100.0,80.0,4,0,81,35,-75.35
34428,84.4,50.0,50.0,3,0,93,0,-46.266666666666666
35112,78.1,100.0,100.0,2,1,30,7,-18.616666666666667
34581,90.6,100.0,100.0,3,1,93,58,-49.13333333333333
36140,90.6,50.0,50.0,4,1,93,0,-46.2
33448,71.9,90.0,90.0,0,0,1,0,NULL
36143,62.5,80.0,80.0,1,NULL,0.0,0.0,NULL
35590,84.4,80.0,80.0,2,1,29,0,-3.783333333333333
34564,90.6,100.0,85.0,2,0,19,0,NULL
36278,84.4,70.0,80.0,1,1,27,9,-1.8833333333333333
34561,90.6,70.0,70.0,4,0,93,0,-50.7
34609,84.4,85.0,85.0,3,0,13,0,NULL
34562,34.4,60.0,60.0,0,NULL,0.0,0.0,NULL
34605,65.6,0.0,0.0,2,0,0,0,NULL
34606,31.2,65.0,65.0,2,0,4,0,NULL
34607,93.7,100.0,100.0,2,1,47,47,-96.03333333333333
34601,28.1,70.0,100.0,2,NULL,0.0,0.0,NULL
34602,53.1,NULL,NULL,NULL,0,33,0,-1.15
36017,93.7,90.0,90.0,0,0,93,0,-28.533333333333335
36016,75,70.0,70.0,2,1,18,0,NULL
36015,93.7,80.0,80.0,4,0,93,93,-145.4
36014,65.6,100.0,100.0,0,0,41,0,-1.6833333333333333
35739,90.6,100.0,100.0,2,1,93,0,-133.46666666666667
36012,100,100.0,100.0,1,1,15,8,NULL
36011,90.6,90.0,90.0,3,1,47,0,-11.083333333333334
36010,87.5,80.0,80.0,3,1,88,0,-5.6
34583,100,0.0,100.0,2,0,44,0,-3.05
29667,90.6,100.0,100.0,4,1,0,0,NULL
36019,53.1,100.0,100.0,2,NULL,0.0,0.0,NULL
36018,93.7,90.0,90.0,1,1,23,0,-55.63333333333333
35809,90.6,75.0,75.0,2,1,16,9,NULL
35808,75,80.0,80.0,2,1,57,4,-2.966666666666667
35740,84.4,90.0,90.0,0,1,11,0,NULL
35965,84.4,100.0,100.0,3,0,70,23,-59.7
35962,78.1,90.0,90.0,3,0,40,0,-1.2166666666666666
35963,90.6,85.0,85.0,3,1,52,23,-18.566666666666666
35960,59.4,80.0,80.0,3,0,93,68,-73.1
35961,65.6,70.0,70.0,2,0,27,0,-2.0833333333333335
35800,100,95.0,95.0,0,0,93,0,-54.25
35748,93.7,100.0,100.0,0,0,0,0,NULL
35749,75,80.0,80.0,3,1,93,47,-41.35
35804,90.6,85.0,85.0,0,1,20,0,-2.183333333333333
35807,75,85.0,85.0,4,0,93,80,-42.083333333333336
35806,65.6,NULL,NULL,NULL,0,64,0,-2.9
36204,65.6,90.0,90.0,3,1,27,0,-3.816666666666667
35485,93.7,100.0,100.0,4,0,87,6,-28.766666666666666
33617,46.9,NULL,NULL,NULL,0,23,0,-0.3333333333333333
35486,96.9,85.0,85.0,3,1,70,41,-72.83333333333333
35481,84.4,100.0,100.0,4,1,93,24,-21.983333333333334
35480,84.4,100.0,85.0,3,0,93,65,-76.1
35483,56.2,60.0,60.0,3,1,28,0,-27.733333333333334
35482,53.1,100.0,65.0,2,0,47,47,-77.98333333333333
35643,40.6,90.0,90.0,1,1,47,23,-69.75
35642,62.5,70.0,70.0,2,0,57,0,-4.333333333333333
35568,100,95.0,95.0,4,0,93,10,-11.4
35569,81.2,80.0,80.0,1,0,83,0,-25.233333333333334
35647,96.9,70.0,70.0,0,1,87,0,-52.11666666666667
35646,81.2,100.0,100.0,2,0,44,0,-1.85
35645,100,100.0,100.0,2,1,93,23,-151.26666666666668
35644,75,80.0,80.0,0,0,12,0,NULL
35562,84.4,80.0,80.0,2,0,93,60,-25.85
35563,96.9,90.0,90.0,3,1,93,36,-21.35
35560,93.7,100.0,100.0,2,NULL,0.0,0.0,NULL
35561,100,100.0,90.0,4,1,93,91,-74.76666666666667
35566,90.6,65.0,65.0,2,0,30,18,-18.666666666666668
35567,87.5,90.0,90.0,3,0,93,23,-118.75
35564,100,87.0,87.0,4,1,71,68,-45.016666666666666
35565,75,89.0,89.0,1,1,31,0,-2.4166666666666665
36075,56.3,NULL,NULL,NULL,1,39,0,-24.316666666666666
36209,EX,NULL,NULL,NULL,NULL,0.0,0.0,NULL
36074,40.6,80.0,80.0,2,0,10,10,NULL
36031,81.2,80.0,80.0,2,0,0,0,NULL
36077,68.7,80.0,80.0,2,1,2,0,NULL
36097,50,55.0,55.0,2,1,20,0,-1.2
36163,96.9,100.0,100.0,0,NULL,0.0,0.0,NULL
35246,81.2,90.0,90.0,0,1,81,0,-26.516666666666666
35245,78.1,95.0,90.0,0,1,4,0,NULL
36076,84.4,85.0,85.0,2,1,60,0,-20.0
35243,100,90.0,90.0,2,NULL,0.0,0.0,NULL
36166,65.6,80.0,80.0,2,0,76,47,-76.81666666666666
35241,93.7,100.0,100.0,0,1,93,0,-101.66666666666667
36164,96.9,100.0,100.0,1,NULL,0.0,0.0,NULL
36071,62.5,70.0,70.0,0,1,0,0,NULL
36169,78.1,100.0,100.0,2,NULL,0.0,0.0,NULL
36168,62.5,80.0,80.0,4,1,92,35,-48.63333333333333
35249,87.5,84.0,84.0,2,1,55,38,-46.21666666666667
35248,81.2,80.0,80.0,1,NULL,0.0,0.0,NULL
36119,15.6,100.0,100.0,0,NULL,0.0,0.0,NULL
34269,NULL,NULL,NULL,NULL,NULL,0.0,0.0,NULL
35976,90.6,60.0,60.0,0,1,93,0,-54.06666666666667
35257,100,100.0,100.0,1,NULL,0.0,0.0,NULL
36026,62.5,63.0,63.0,2,1,37,23,-19.583333333333332
36082,90.6,90.0,90.0,1,1,1,1,NULL
35416,84.4,75.0,75.0,3,1,47,0,-73.38333333333334
35417,96.9,90.0,90.0,4,0,93,82,-127.98333333333333
35415,84.4,80.0,80.0,2,1,7,0,NULL
35412,87.5,90.0,90.0,2,0,6,6,NULL
35413,71.9,75.0,75.0,3,0,90,0,-8.533333333333333
35410,46.9,30.0,30.0,3,NULL,0.0,0.0,NULL
35685,100,100.0,100.0,4,1,93,30,-115.68333333333334
35418,81.2,90.0,90.0,0,1,23,0,-0.8333333333333334
35419,90.6,85.0,85.0,4,0,93,93,-127.21666666666667
31933,NULL,NULL,NULL,NULL,NULL,0.0,0.0,NULL
35971,100,100.0,100.0,0,NULL,0.0,0.0,NULL
36170,100,85.293,85.293,1,1,93,0,-21.05
36120,100,80.0,80.0,2,1,82,0,-49.666666666666664
36157,50,NULL,NULL,NULL,0,19,0,NULL
29576,NULL,NULL,NULL,NULL,NULL,0.0,0.0,NULL
36171,93.7,95.0,95.0,2,NULL,0.0,0.0,NULL
36273,84.4,100.0,100.0,4,NULL,0.0,0.0,NULL
33993,100,95.0,95.0,4,1,93,70,-43.5
33998,43.7,NULL,NULL,NULL,NULL,0.0,0.0,NULL
36283,90.6,90.0,90.0,0,1,32,0,-71.91666666666667
35875,93.7,100.0,100.0,1,0,93,23,-52.016666666666666
34560,71.9,NULL,NULL,NULL,0,0,0,NULL
35918,34.4,50.0,50.0,1,1,12,0,NULL
36048,96.9,70.0,70.0,4,0,93,93,-55.416666666666664
29593,NULL,NULL,NULL,NULL,NULL,0.0,0.0,NULL
34417,NULL,NULL,NULL,NULL,NULL,0.0,0.0,NULL
34411,NULL,NULL,NULL,NULL,1,0,0,NULL
34007,65.6,80.0,80.0,2,0,93,27,-80.45
34413,NULL,NULL,NULL,NULL,1,0,0,NULL
34412,NULL,NULL,NULL,NULL,NULL,0.0,0.0,NULL
36264,87.5,85.0,85.0,4,1,92,31,-27.766666666666666
36265,90.6,80.0,95.0,2,1,25,0,-6.266666666666667
36266,53.1,75.0,75.0,2,1,24,0,-0.55
34399,96.9,NULL,NULL,2,0,27,4,-56.0
36260,78.1,NULL,NULL,NULL,NULL,0.0,0.0,NULL
36261,71.9,NULL,NULL,4,NULL,0.0,0.0,NULL
36262,81.2,100.0,100.0,0,NULL,0.0,0.0,NULL
36263,71.9,NULL,NULL,NULL,NULL,0.0,0.0,NULL
33079,100,100.0,100.0,4,1,28,0,-4.183333333333334
36344,53.1,100.0,90.0,0,NULL,0.0,0.0,NULL
36343,78.1,NULL,NULL,NULL,0,17,0,NULL
36269,37.5,70.0,70.0,2,1,23,0,-18.566666666666666
33839,87.5,85.0,100.0,2,1,67,46,-147.65
36049,62.5,NULL,NULL,4,1,39,31,-173.03333333333333
34099,56.2,80.0,80.0,0,NULL,0.0,0.0,NULL
35709,87.5,NULL,NULL,NULL,0,53,0,-0.4666666666666667
34568,59.4,80.0,80.0,1,1,1,0,NULL
34468,84.4,90.0,90.0,2,0,84,35,-28.283333333333335
34469,56.2,70.0,70.0,3,0,50,0,-1.85
34309,0,NULL,NULL,NULL,NULL,0.0,0.0,NULL
34461,81.2,76.0,76.0,1,1,7,0,NULL
34462,53.1,60.0,60.0,3,1,71,0,-4.8
34463,90.6,100.0,100.0,4,0,24,7,-1.9833333333333334
34466,96.9,90.0,80.0,2,NULL,0.0,0.0,NULL
34467,81.2,80.0,80.0,1,NULL,0.0,0.0,NULL
34640,34.4,75.0,75.0,3,0,22,0,-2.25
34134,90.6,95.0,95.0,0,0,24,0,-22.2
35738,65.6,65.0,65.0,0,0,23,0,-4.166666666666667
34644,78.1,NULL,NULL,NULL,NULL,0.0,0.0,NULL
34645,62.5,100.0,80.0,3,1,46,0,-3.8333333333333335
34647,71.9,80.0,80.0,4,1,93,93,-75.86666666666666
35733,87.5,90.0,90.0,0,1,93,0,-21.5
34649,46.9,50.0,50.0,2,1,2,0,NULL
35731,87.5,100.0,-100.0,0,0,54,0,-13.75
34684,75,60.0,60.0,2,NULL,0.0,0.0,NULL
35737,65.6,100.0,100.0,4,NULL,0.0,0.0,NULL
35736,59.4,NULL,NULL,NULL,0,1,0,NULL
35735,59.4,80.0,80.0,0,1,22,0,-0.6333333333333333
35734,71.9,100.0,100.0,2,1,19,0,NULL
34529,62.5,30.0,30.0,0,NULL,0.0,0.0,NULL
34487,43.7,100.0,100.0,4,NULL,0.0,0.0,NULL
36190,71.9,80.0,100.0,NULL,0,16,0,NULL
34485,71.9,80.0,80.0,1,1,30,0,-2.1166666666666667
34482,31.3,70.0,70.0,4,0,0,0,NULL
34483,96.9,90.0,90.0,2,1,91,46,-72.98333333333333
126,NULL,NULL,NULL,NULL,1,0,0,NULL
36045,96.9,90.0,90.0,1,0,14,4,NULL
34520,40.6,100.0,75.0,2,1,1,0,NULL
36198,78.1,80.0,80.0,3,0,71,0,-44.36666666666667
34522,90.6,88.0,88.0,2,0,27,4,-1.1
34525,NULL,NULL,NULL,NULL,NULL,0.0,0.0,NULL
34524,78.1,70.0,70.0,3,0,75,17,-10.066666666666666
34527,56.2,100.0,100.0,4,0,21,0,0.05
34489,75,85.0,85.0,1,0,39,0,-6.333333333333333
36181,90.6,80.0,80.0,1,0,5,5,NULL
36027,84.4,80.0,80.0,4,0,93,47,-52.1
36047,0,NULL,NULL,NULL,NULL,0.0,0.0,NULL
36183,78.1,20.0,20.0,3,0,93,64,-28.95
36041,84.4,80.0,80.0,0,1,11,0,NULL
36299,NULL,NULL,NULL,NULL,NULL,0.0,0.0,NULL
7729,NULL,NULL,NULL,NULL,NULL,0.0,0.0,NULL
35928,90.6,100.0,100.0,0,1,79,0,-46.81666666666667
35929,87.5,100.0,100.0,0,0,69,0,-29.866666666666667
36042,62.5,70.0,70.0,3,0,87,23,-120.6
35142,93.7,NULL,NULL,1,0,88,33,-28.2
35143,100,84.0,84.0,0,NULL,0.0,0.0,NULL
35922,93.7,100.0,100.0,2,0,34,0,-68.96666666666667
35923,71.9,0.0,100.0,4,1,64,11,-25.066666666666666
35920,81.2,100.0,100.0,4,0,93,0,-68.36666666666666
35859,90.6,90.0,90.0,0,1,47,0,-2.6166666666666667
36295,75,100.0,100.0,4,1,93,0,-61.75
35927,65.6,100.0,100.0,4,0,30,0,-51.416666666666664
36297,84.4,75.0,75.0,0,NULL,0.0,0.0,NULL
36296,96.9,100.0,100.0,4,0,93,0,-20.283333333333335
35607,87.5,80.0,80.0,2,0,27,0,-1.1166666666666667
23461,53.1,75.0,75.0,4,0,50,10,-2.533333333333333
35605,96.9,100.0,100.0,3,0,17,0,NULL
35604,81.2,100.0,100.0,4,1,93,0,-118.7
35603,90.6,80.0,80.0,1,0,27,0,-0.9166666666666666
36187,100,80.0,80.0,2,0,93,0,-3.066666666666667
35601,84.4,80.0,80.0,3,1,70,0,-7.316666666666666
35196,75,80.0,80.0,3,1,93,67,-33.93333333333333
33712,96.9,75.0,75.0,1,0,70,23,-74.05
33710,37.5,NULL,NULL,NULL,NULL,0.0,0.0,NULL
33716,100,85.0,85.0,2,0,70,0,-74.01666666666667
35609,100,70.0,70.0,4,1,93,70,-124.26666666666667
35608,96.9,100.0,100.0,2,1,9,0,NULL
34635,65.6,70.0,70.0,0,0,10,0,NULL
34637,93.7,75.0,75.0,1,NULL,0.0,0.0,NULL
34636,100,80.0,80.0,2,1,35,0,427.15
34631,90.6,85.0,85.0,2,1,5,0,NULL
34630,65.6,60.0,60.0,3,NULL,0.0,0.0,NULL
34633,75,70.0,70.0,2,1,38,8,-4.683333333333334
34632,68.7,70.0,70.0,1,0,57,23,-22.8
36055,84.4,85.0,85.0,2,0,63,18,-4.733333333333333
34638,78.1,86.0,86.0,3,1,35,0,-5.8
35919,93.7,85.0,85.0,1,0,93,3,-0.7166666666666667
36127,37.5,80.0,80.0,1,0,0,0,NULL
36126,34.4,70.0,70.0,0,NULL,0.0,0.0,NULL
36125,87.5,80.0,80.0,1,0,32,0,-0.43333333333333335
36124,75,80.0,80.0,2,NULL,0.0,0.0,NULL
36123,78.1,80.0,80.0,0,0,10,0,NULL
36122,0,NULL,NULL,NULL,NULL,0.0,0.0,NULL
36121,56.2,NULL,NULL,NULL,1,0,0,NULL
35743,81.2,100.0,100.0,2,0,6,0,NULL
35789,71.9,72.0,72.0,0,NULL,0.0,0.0,NULL
34499,50,NULL,NULL,NULL,NULL,0.0,0.0,NULL
35964,62.5,75.0,75.0,1,1,26,0,-3.85
36129,96.9,70.0,70.0,1,0,44,17,-23.883333333333333
36128,84.4,100.0,100.0,0,0,27,0,-1.5833333333333333
35856,96.9,85.0,85.0,0,1,23,0,-1.9
35873,53.1,76.0,90.0,1,1,24,0,-2.7333333333333334
35854,90.6,80.0,80.0,3,0,20,0,-22.583333333333332
35855,93.7,90.0,90.0,4,0,79,43,-26.466666666666665
35852,65.6,100.0,100.0,4,0,70,0,-51.233333333333334
35853,93.7,90.0,90.0,0,NULL,0.0,0.0,NULL
35850,68.7,70.0,90.0,0,0,3,3,NULL
36034,31.2,70.0,70.0,3,1,11,0,NULL
36044,93.7,85.0,85.0,2,0,39,9,-5.95
35282,81.2,100.0,100.0,4,1,90,45,-200.66666666666666
36046,78.1,90.0,90.0,0,0,29,0,-2.15
35280,87.5,95.0,95.0,3,1,67,50,-217.4
36040,68.7,80.0,80.0,3,0,50,23,-47.55
33402,NULL,NULL,NULL,NULL,NULL,0.0,0.0,NULL
35858,93.7,80.0,80.0,1,1,0,0,NULL
35284,81.2,NULL,NULL,NULL,NULL,0.0,0.0,NULL
35744,93.7,100.0,100.0,2,0,10,0,NULL
35458,43.7,100.0,80.0,1,1,12,0,NULL
35459,NULL,NULL,NULL,NULL,NULL,0.0,0.0,NULL
36274,93.7,80.0,80.0,2,1,64,0,-19.933333333333334
35452,100,100.0,100.0,4,0,93,93,-104.53333333333333
33785,75,70.0,70.0,3,1,91,0,-19.3
35450,84.4,85.0,85.0,0,1,23,0,-2.183333333333333
35198,12.5,70.0,70.0,1,0,32,9,-2.933333333333333
35457,100,85.0,85.0,4,1,93,46,-145.56666666666666
35454,90.6,75.0,75.0,1,NULL,0.0,0.0,NULL
29732,0,NULL,NULL,NULL,NULL,0.0,0.0,NULL
36162,93.7,100.0,100.0,1,0,70,0,-4.25
35802,78.1,75.0,75.0,3,1,92,22,-50.7
26302,96.9,60.0,60.0,2,0,47,40,-27.266666666666666
35968,90.6,100.0,100.0,3,0,47,47,-89.23333333333333
35969,100,101.0,101.0,3,0,93,70,-94.26666666666667
35181,81.2,85.0,85.0,2,0,47,0,-1.6166666666666667
36338,90.6,85.0,85.0,4,1,93,23,-191.08333333333334
35683,53.1,NULL,NULL,NULL,NULL,0.0,0.0,NULL
35860,78.1,100.0,100.0,2,NULL,0.0,0.0,NULL
36228,93.7,80.0,114514.0,0,1,17,0,NULL
36229,71.9,70.0,70.0,1,1,21,21,-31.816666666666666
33975,81.2,90.0,90.0,2,0,33,0,-11.95
36220,90.6,90.0,90.0,1,0,27,0,-0.9
36221,81.2,NULL,NULL,0,1,15,0,NULL
36222,96.9,90.0,90.0,2,1,16,0,NULL
33978,87.5,NULL,NULL,NULL,1,4,0,NULL
36224,100,NULL,NULL,NULL,0,93,0,-19.983333333333334
36225,71.9,100.0,100.0,4,0,67,0,-5.033333333333333
36226,71.9,70.0,70.0,3,1,54,0,-3.8
36227,56.2,NULL,NULL,NULL,1,28,0,-0.55
35945,68.7,NULL,NULL,NULL,1,24,0,-3.6333333333333333
34227,78.1,70.0,70.0,2,0,47,0,-20.966666666666665
35484,37.5,100.0,100.0,3,NULL,0.0,0.0,NULL
36398,96.9,85.0,85.0,0,1,87,0,-3.55
36139,50,NULL,NULL,NULL,0,4,0,NULL
35966,87.5,80.0,80.0,2,0,44,0,-2.0
34072,NULL,NULL,NULL,NULL,NULL,0.0,0.0,NULL
35178,81.2,65.0,0.0,4,0,93,0,-164.88333333333333
35759,56.2,80.0,80.0,2,0,70,7,-4.9
34074,93.7,85.0,85.0,1,1,23,0,-0.9666666666666667
35175,78.1,80.0,80.0,3,1,44,7,-4.416666666666667
35176,87.5,90.0,90.0,2,1,61,0,-3.033333333333333
35902,87.5,0.0,0.0,2,0,23,0,-0.8
36230,40.6,30.0,30.0,1,NULL,0.0,0.0,NULL
35881,62.5,75.0,75.0,4,0,93,70,-191.45
35880,43.7,70.0,70.0,3,0,42,5,-3.8833333333333333
35885,96.9,75.0,75.0,3,1,91,68,-153.38333333333333
35884,87.5,85.0,85.0,2,0,70,13,-3.15
35887,90.6,NULL,NULL,NULL,0,16,0,NULL
36098,96.9,50.0,50.0,4,1,93,93,-52.81666666666667
35889,100,100.0,100.0,4,1,93,23,-24.283333333333335
36096,78.1,85.0,85.0,1,0,59,23,-76.91666666666667
36095,81.2,100.0,100.0,4,NULL,0.0,0.0,NULL
36337,59.4,60.0,65.0,4,0,47,0,-70.75
36093,87.5,90.0,90.0,3,1,52,0,-42.31666666666667
35787,87.5,90.0,90.0,2,0,4,0,NULL
36091,90.6,100.0,100.0,2,NULL,0.0,0.0,NULL
36090,62.5,100.0,100.0,2,1,21,0,-2.05
35723,43.7,65.0,65.0,3,1,47,0,-17.483333333333334
36259,68.7,60.0,60.0,2,NULL,0.0,0.0,NULL
36258,84.4,90.0,90.0,2,0,18,0,NULL
36013,100,83.0,83.0,1,1,2,2,NULL
36089,90.6,100.0,100.0,2,0,45,0,-2.183333333333333
36223,28.1,70.0,70.0,1,NULL,0.0,0.0,NULL
36254,84.4,90.0,90.0,1,NULL,0.0,0.0,NULL
36257,37.5,80.0,80.0,2,NULL,0.0,0.0,NULL
36256,100,93.0,93.0,2,1,28,0,-2.4
35062,93.7,75.0,75.0,2,0,36,23,-47.333333333333336
35641,90.6,83.0,83.0,0,1,93,0,-4.283333333333333
36253,78.1,85.0,85.0,0,0,19,0,NULL
36252,81.2,100.0,100.0,4,0,43,0,-2.0166666666666666
34451,53.1,80.0,80.0,4,1,30,0,-148.56666666666666
34450,71.9,70.0,70.0,1,0,38,7,-4.533333333333333
34453,84.4,85.0,85.0,1,1,47,0,-5.466666666666667
35640,90.6,93.0,93.0,2,NULL,0.0,0.0,NULL
34455,93.7,50.0,50.0,4,1,79,78,-212.15
34454,56.2,100.0,100.0,0,1,33,0,-1.4166666666666667
34456,84.4,80.0,80.0,1,1,46,14,-18.583333333333332
34459,81.2,60.0,60.0,0,NULL,0.0,0.0,NULL
34591,59.4,60.0,60.0,4,1,93,92,-71.9
34592,90.6,85.0,85.0,4,1,75,0,-3.7
34593,93.7,100.0,100.0,0,0,0,0,NULL
29646,NULL,NULL,NULL,NULL,1,0,0,NULL
34596,62.5,85.0,85.0,2,1,47,0,-22.95
34597,75,60.0,60.0,3,0,93,0,-20.233333333333334
36291,31.2,80.0,80.0,0,NULL,0.0,0.0,NULL
36335,78.1,100.0,100.0,3,NULL,0.0,0.0,NULL
34949,71.9,100.0,100.0,4,NULL,0.0,0.0,NULL
36290,90.6,81.0,81.0,1,0,39,0,-2.2333333333333334
34679,50,NULL,NULL,NULL,NULL,0.0,0.0,NULL
34574,84.4,80.0,80.0,2,1,50,47,-70.23333333333333
34575,84.4,45.0,45.0,0,0,70,0,-6.933333333333334
34570,56.2,56.0,56.0,1,0,16,0,NULL
34671,34.4,NULL,NULL,NULL,NULL,0.0,0.0,NULL
34670,93.7,80.0,80.0,2,1,0,0,NULL
34672,90.6,50.0,50.0,1,1,31,0,-6.916666666666667
34675,81.2,100.0,70.0,1,1,0,0,NULL
35649,81.2,70.0,70.0,4,0,93,46,-172.15
34578,43.7,85.0,85.0,2,NULL,0.0,0.0,NULL
34676,62.5,67.0,67.0,2,1,34,0,-0.26666666666666666
36000,90.6,200.0,88.0,1,1,4,0,NULL
36001,46.9,NULL,NULL,NULL,0,33,0,-1.6333333333333333
36002,100,5.0,80.0,4,1,70,0,-100.96666666666667
35648,93.7,85.0,85.0,4,1,93,20,-165.2
36004,90.6,100.0,100.0,1,NULL,0.0,0.0,NULL
36005,81.2,80.0,80.0,4,1,93,0,-47.35
36006,81.2,85.0,85.0,3,0,65,21,-53.11666666666667
36007,62.5,70.0,70.0,1,1,14,0,NULL
36008,93.7,70.0,70.0,1,1,47,0,-22.133333333333333
36009,87.5,100.0,100.0,0,NULL,0.0,0.0,NULL
32855,78.1,60.0,60.0,2,0,30,6,-1.8166666666666667
36146,81.2,NULL,NULL,NULL,0,73,0,-34.6
35953,81.2,100.0,100.0,2,1,91,45,-30.866666666666667
35952,81.2,100.0,100.0,0,1,23,0,-3.316666666666667
34686,90.6,NULL,NULL,NULL,1,4,0,NULL
34687,71.9,100.0,100.0,2,0,16,0,NULL
35957,96.9,93.0,93.0,1,0,23,23,-71.71666666666667
34681,81.2,99.0,99.0,NULL,1,92,0,-217.78333333333333
35955,81.2,85.0,85.0,4,0,87,87,-78.23333333333333
34683,87.5,77.0,77.0,2,0,38,0,-26.516666666666666
35777,78.1,75.0,75.0,4,0,78,70,-142.58333333333334
35813,90.6,88.0,88.0,0,0,10,0,NULL
35775,90.6,90.0,90.0,3,0,70,0,-18.683333333333334
35774,93.7,75.0,75.0,0,0,64,0,-21.3
34688,78.1,100.0,85.0,1,1,40,0,-3.2
34689,59.4,60.0,60.0,4,0,82,57,-120.6
35771,96.9,100.0,100.0,3,1,70,70,-73.51666666666667
36414,87.5,NULL,NULL,NULL,1,33,0,-0.9333333333333333
35225,90.6,100.0,100.0,2,0,0,0,NULL
35224,84.4,80.0,80.0,2,0,47,0,-15.7
33629,75,50.0,65.0,4,1,93,23,-166.71666666666667
36099,37.5,70.0,70.0,1,NULL,0.0,0.0,NULL
35223,78.1,78.0,78.0,3,0,93,74,-73.55
35766,87.5,100.0,100.0,2,1,78,45,-63.916666666666664
33620,59.4,70.0,70.0,2,1,51,17,-47.4
33627,87.5,60.0,60.0,4,1,93,93,-75.48333333333333
35559,71.9,70.0,70.0,3,0,93,63,-70.61666666666666
35558,81.2,100.0,100.0,3,0,93,0,-15.716666666666667
34705,90.6,70.0,70.0,0,1,31,0,-6.05
34704,84.4,0.0,85.0,3,1,17,17,NULL
35797,100,85.0,85.0,2,0,41,0,-4.166666666666667
34706,93.7,70.0,70.0,1,0,70,0,-11.066666666666666
34701,100,80.0,80.0,1,0,6,0,NULL
34700,87.5,100.0,90.0,1,NULL,0.0,0.0,NULL
35793,56.2,100.0,50.0,1,1,31,0,-21.783333333333335
35792,62.5,NULL,NULL,NULL,1,2,0,NULL
35654,12.5,100.0,100.0,0,1,7,7,NULL
35655,96.9,NULL,NULL,NULL,1,93,0,-54.03333333333333
35656,68.7,60.0,60.0,4,1,36,29,-143.15
35657,90.6,85.0,85.0,4,0,93,93,-233.58333333333334
34709,78.1,60.0,70.0,0,0,23,0,-0.6666666666666666
34708,56.2,85.0,85.0,1,1,6,0,NULL
35653,78.1,65.0,65.0,0,1,15,0,NULL
36211,56.2,75.0,75.0,0,1,6,0,NULL
27298,NULL,NULL,NULL,NULL,1,0,0,NULL
27118,46.9,100.0,100.0,0,1,6,0,NULL
35790,96.9,75.0,75.0,2,0,69,47,-33.0
36249,90.6,80.0,80.0,2,0,30,10,-1.2333333333333334
35638,90.6,100.0,100.0,4,0,65,0,-79.26666666666667
27295,0,NULL,NULL,NULL,NULL,0.0,0.0,NULL
35250,68.7,50.0,70.0,2,1,93,47,-125.01666666666667
35251,93.7,90.0,90.0,2,NULL,0.0,0.0,NULL
35252,96.9,90.0,90.0,2,0,93,0,-22.433333333333334
35633,90.6,60.0,60.0,1,1,18,0,NULL
35254,71.9,65.0,65.0,4,0,93,93,-189.08333333333334
35255,93.7,90.0,90.0,2,0,2,0,NULL
36073,93.7,100.0,100.0,4,1,23,0,-2.466666666666667
36072,96.9,100.0,90.0,0,0,23,0,-0.38333333333333336
36174,59.4,70.0,70.0,1,1,13,0,NULL
36053,75,70.0,70.0,2,1,50,24,-50.63333333333333
36176,75,100.0,100.0,2,1,47,24,-23.35
36079,84.4,80.0,80.0,2,0,45,45,-22.0
36078,90.6,80.0,80.0,4,1,93,23,-53.9
36172,90.6,0.0,100.0,0,0,12,0,NULL
36173,81.2,0.0,0.0,1,0,30,0,-6.35
30187,87.5,70.0,70.0,0,NULL,0.0,0.0,NULL
